datetime,temp,precip,preciptype,snow,severerisk
2019-10-28,11.1,0,,0,
2019-10-29,12.1,0.038,rain,0,
2019-10-30,9.1,13.468,rain,0,
2019-10-31,9.1,28.144,rain,0,
2019-11-01,4.6,0.252,rain,0,
2019-11-02,5.6,0.597,rain,0,
2019-11-03,4.1,0.038,rain,0,
2019-11-04,8.4,0.43,rain,0,
2019-11-05,7.3,0.004,rain,0,
2019-11-06,3,0.195,rain,0,
2019-11-07,1,3.689,"rain,snow",1.7,
2019-11-08,-1.7,0.042,snow,0,
2019-11-09,2,0,,0,
2019-11-10,4.7,0.001,rain,0,
2019-11-11,-2.5,9.06,"rain,snow",9.3,
2019-11-12,-6.2,4.008,snow,5.6,
2019-11-13,-6.2,1.033,snow,0,
2019-11-14,0.4,0.737,"rain,snow",0.6,
2019-11-15,1.3,0,,0,
2019-11-16,-4.8,0,,0,
2019-11-17,-0.1,0,,0,
2019-11-18,3,5.135,rain,0.7,
2019-11-19,2.9,0.001,"rain,snow",0,
2019-11-20,5.1,0,,0,
2019-11-21,4.8,2.26,rain,0,
2019-11-22,4,1.432,rain,0,
2019-11-23,2.2,0,,0,
2019-11-24,3.3,0,,0,
2019-11-25,5.4,0,,0,
2019-11-26,7.4,0,,0,
2019-11-27,6.7,6.208,rain,0,
2019-11-28,2.2,0,,0,
2019-11-29,-1.4,0,,0,
2019-11-30,-1.8,0,,0,
2019-12-01,-1.2,12.211,"rain,snow",0.2,
2019-12-02,-1.5,5.69,"rain,snow",9,
2019-12-03,-2,0.436,"rain,snow",0,
2019-12-04,2.3,0.392,"rain,snow",0,
2019-12-05,0.5,0.197,"rain,snow",0.8,
2019-12-06,-0.3,5.416,"rain,snow",2.9,
2019-12-07,-1.9,0,"rain,snow",1.4,
2019-12-08,3.7,0,,0,
2019-12-09,7.3,8.611,rain,0,
2019-12-10,1.8,0.451,"rain,snow",0,
2019-12-11,-4.4,0,,0,
2019-12-12,-3.5,0,,0,
2019-12-13,3.5,0,,0,
2019-12-14,2.7,24.734,"rain,snow",2.3,
2019-12-15,-0.3,0.195,rain,0,
2019-12-16,-0.7,0,,0,
2019-12-17,-0.3,0,"rain,snow",0.2,
2019-12-18,-6.6,0.499,snow,0,
2019-12-19,-9.9,0.915,snow,0.2,
2019-12-20,-5.7,0.196,snow,3.7,
2019-12-21,-0.5,0,"rain,snow",1.2,
2019-12-22,3.3,0,"rain,snow",0.7,
2019-12-23,5.1,0,,0,
2019-12-24,0.9,0,,0,
2019-12-25,1.6,0,,0,
2019-12-26,2.5,0,"rain,snow",0.9,
2019-12-27,5.9,0,rain,0.2,
2019-12-28,3.5,0,rain,0.4,
2019-12-29,1.9,5.316,"rain,snow",0,
2019-12-30,4.1,12.655,"rain,snow",0,
2019-12-31,1.4,2.236,"rain,snow",0.6,
2020-01-01,-0.3,0.195,"rain,snow",0.9,
2020-01-02,4.2,0,,0,
2020-01-03,6,0,rain,0.1,
2020-01-04,1.9,1.256,"rain,snow",0.6,
2020-01-05,0.5,3.817,"rain,snow",3,
2020-01-06,1.5,0.791,"rain,snow",1.8,
2020-01-07,0.8,0,"rain,snow",0.6,
2020-01-08,-3.5,0.88,"rain,snow",0.4,
2020-01-09,-4.7,0.001,snow,0,
2020-01-10,5.7,0,,0,
2020-01-11,6.6,52.472,rain,0.3,
2020-01-12,-2.3,18.154,"rain,snow",0.4,
2020-01-13,-0.5,0.001,snow,0,
2020-01-14,1.7,0.001,"rain,snow",0,
2020-01-15,3.7,0,rain,1.1,
2020-01-16,-0.6,0.001,"rain,snow",0.7,
2020-01-17,-9.8,0,snow,1.8,
2020-01-18,-2.7,16.622,"rain,snow",7.5,
2020-01-19,-3.9,0.308,"rain,snow",3.8,
2020-01-20,-8.5,0.55,snow,0,
2020-01-21,-4.3,0,,0,
2020-01-22,-2,0,,0,
2020-01-23,0.6,0.435,rain,0,
2020-01-24,2.3,11.163,rain,0,
2020-01-25,3.1,17.415,rain,0.6,
2020-01-26,2.5,1.084,"rain,snow",0,
2020-01-27,1.5,0.059,"rain,snow",0,
2020-01-28,0.7,0.39,"rain,snow",0,
2020-01-29,-3.7,0,,0,
2020-01-30,-3.1,0,,0,
2020-01-31,-1.1,0.003,"rain,snow",0,
2020-02-01,-0.3,1.185,"rain,snow",1.8,
2020-02-02,0.9,6.251,"rain,snow",2.2,
2020-02-03,3.7,0.494,rain,0,
2020-02-04,1.9,0,,0,
2020-02-05,-4.1,0.327,snow,1.8,
2020-02-06,-3.5,5.685,snow,3.5,
2020-02-07,-4.6,3.004,snow,1.7,
2020-02-08,-9,0.846,snow,0,
2020-02-09,-2.5,2.555,"rain,snow",0.8,
2020-02-10,2.3,3.179,"rain,snow",0.5,
2020-02-11,1.3,0,,0,
2020-02-12,0.1,0.598,"rain,snow",1.3,
2020-02-13,-3.6,1.943,"rain,snow",1.9,
2020-02-14,-13.1,0.445,snow,0,
2020-02-15,-3.9,0.476,snow,0,
2020-02-16,1.6,0.391,"rain,snow",0,
2020-02-17,-1.8,0.699,"rain,snow",3.6,
2020-02-18,2.3,5.354,"rain,snow",4.2,
2020-02-19,-2.1,0,,0,
2020-02-20,-6.2,0.79,snow,0.6,
2020-02-21,-3.8,0.195,"rain,snow",0.4,
2020-02-22,1.2,0.195,rain,0,
2020-02-23,4.3,0.595,rain,0,
2020-02-24,5.7,0.985,rain,0,
2020-02-25,3.9,0.293,"rain,snow",0.2,
2020-02-26,0.5,6.584,"rain,snow",7.4,
2020-02-27,-3.8,5.673,snow,4.4,
2020-02-28,-4.5,0.838,snow,0.4,
2020-02-29,-7.6,1.075,snow,0,
2020-03-01,-1.5,0.595,"rain,snow",6.1,
